"Word","Part of speech","Affixation","Meaning","Example","English example","page"
"layát","verb","","","","","179"
"láyas","verb","","","","","179"
"láyag","noun","","","","","179"
"láya’","verb","/mang-, -un/","152 /mang-, -un/ to backbite, to deride. Ginlibák ku si Córa.","Ginlibák ku si Córa.","variant of -la-.","179"
"egg pie, custard.","interjection","/mag-, -un/; /magpa-/; /ma-/; /ka-/; /mag-/","damn, damn you. volume measure amounting to one eight-ounce tin can. /mag-, -un/ to dry up, to wither. Naglayúng ang dáhun sa ng ságing. The banana leaf with ered. /magpa-/ to go far, to go away, to be far. /ma-/ far, distant. /ka-/ of distance, far. /mag-, -un/ to advise, to talk, to lecture, to preach. Nagláygay ang pári’.","Nagláygay ang pári’.","/mag-/ to sa g as of skin.","179"
"líbut","verb","","","","","180"
"líbut","verb","","","","","180"
"libún","noun","","","","","180"
"libún","verb","","","","","180"
"libúg","noun","","","","","180"
"líbug","noun","","","","","180"
"líbud","verb","","","","","180"
"líbu","numeral","","","","thousand.","180"
"líbro","noun","","","","book.","180"
"libreríya","noun","","","","library.","180"
"líbre","adjective","","","","","180"
"líbra","noun","","","","","180"
"pound.","verb","","","","","180"
"libát","adjective","","","","","180"
"libańg","verb","/mag-, -un/; /mag-/","153 surrounding. /mag-, -un/ to walk about, to roam around, to encircle. /mag-, -un/ to enclose, to surround. Naglibún akú sa ng kurtína sa kwárto. I put curtains around the room. enclosure, fence. /mag-/ to be confused, to be worried, to have a problem. Naglibúg ang úlu ku.","Naglibúg ang úlu ku.","trouble, problem, worry.","180"
"ligís","verb","","","","","181"
"lígid","verb","","","","","181"
"lígdung","adjective","","","","","181"
"ligás","noun","","","","","181"
"lígad","verb","","","","","181"
"likúm","verb","","","","","181"
"likúd","noun","","","","back.","181"
"likú’","verb","","","","","181"
"líksi","verb","","","","","181"
"líki’","verb","","","","","181"
"líkido","noun","","","","liquid.","181"
"líkday","verb","","","","","181"
"likáw","verb","/mag-, -un/; /mag-/; /ma-/","154 /mag-, -un/ to mill, to crush into powder. Nagligís akú sa ng má’is. I milled some corn. /mag-/ to whirl, to roll, to turn over and over. Naglígid ang batú sa bánglid. The boulder rolled down the hill. /ma-/ modest, serious, conservative.","Naglígid ang batú sa bánglid.","/mag-/ to pass by, to be part of the past.","181"
"limús","noun","","","","","182"
"límug","verb","","","","","182"
"límug","verb","","","","","182"
"límyo","adjective","","","","","182"
"limpyabúta","noun","","","","","182"
"limitádo","adjective","","","","","182"
"limited.","verb","","","","","182"
"límbung","noun","","","limá","","182"
"líla","adjective","","","","","182"
"lihí’","verb","","","","","182"
"liháy","verb","","","","","182"
"liháy","verb","","","","","182"
"ligúy","adjective","","","","","182"
"ligúnlígun","verb","","","","","182"
"líg’un","adjective","","","","","182"
"lígu’","verb","/mang-/; /mag-, -an/","155 alm, donation. /mang-/ to gargle. Nanglímug si Ernésto sa ng túbig. Ernesto gargled water. /mag-, -an/ to clean, to put in or der. clean, spotless, in or der.","Nanglímug si Ernésto sa ng túbig.","/mag-, -an/ to cheat, to deceive, to double-cross.","182"
"lie, deceit.","numeral","/ika-/; /mag-, -un/; /mag-/","five; /ika-/ fifth. violet, lavender. /mag-, -un/ to for bid, to disapprove. Ginalihí’ku ang paggámit sa ng ópyum. I disapprove of using narcotics. /mag-, -un/ to fall against for support, to lean on. Nagliháy si Lucílle sa ákun. Lucille leaned on me. /mag-/ to play truant, to be lazy. negligent, truant. /mag-, -un/ to let melt, to swallow or dissolve in the mouth.","Ginligúnlígun ku ang ákun bá’ba’.","I melted the candy in","182"
"línghud","adjective","","","","","183"
"linggánay","noun","","","","bell.","183"
"língkud","verb","","","","","183"
"língkud","adjective","","","","","183"
"lingáw","verb","","","","","183"
"língas","verb","","","","","183"
"linúng","adjective","","","","","183"
"linúng","verb","","","","","183"
"línug","noun","","","","","183"
"líntuk","noun","","","","bran.","183"
"líntak","verb","","","","","183"
"línaw","noun","","","","","183"
"línaw","noun","","","","","183"
"línas","verb","","","","","183"
"linábhan","noun","","","","","183"
"límut","verb","","","","","183"
"límut","verb","/ma-/; /mag-, -an/; /mag-, -un/; /mag-/","156 /ma-/ of plants, young, new. /mag-, -an/ to si t down. /ma-/ noisy, bothersome, distracting. /mag-, -un/ to distract, to bother, to amuse, to relax. Ginlingáw ku ang ákun útud. I amused my brother. /mag-/ to distract, to confuse, to upset, to make noise. Naglíngas si Vicénte sa kláse.","Naglíngas si Vicénte sa kláse.","/ma-/ calm, si lent, peaceful.","183"
"lisénsya","noun","","","","","184"
"lísang","verb","","","","","184"
"lísang","adjective","","","","","184"
"líp’ut","noun","","","","","184"
"lípung","verb","","","","","184"
"lípun","verb","","","","","184"
"lípun","verb","","","","","184"
"lípay","noun","","","","","184"
"lipát","verb","","","","","184"
"lípas","verb","","","","","184"
"lipák","noun","","","","","184"
"língling","verb","","","","","184"
"língling","verb","","","","","184"
"língin","adjective","/mag-/; /ma-/; /ka-/","157 license, permission. /mag-/ to be terrified, to be frightened, to be shocked. Naglísang ang kabáyu’ sa lupúk. The horse was terrified with the bursting sound. /ma-/ short, brief, curtailed. /ka-/ shortness, brevity. /ma-/ to faint, to fall unconscious. /mag-/ to screen, to conceal, to hide.","Naglípun si Heléna sa ng hábul.","He lena hid under the blanket.","184"
"lítsun","noun","","","","","185"
"litsúgas","noun","","","","lettuce.","185"
"lítro","noun","","","","","185"
"lítra","noun","","","","","185"
"litík","verb","","","","","185"
"litík","noun","","","","","185"
"lisúd","adjective","","","","","185"
"lísu’","verb","","","","","185"
"lísu","noun","","","","seed.","185"
"lístun","noun","","","","","185"
"lístun","verb","","","","","185"
"lísta","noun","","","","list, roll.","185"
"lísngadlísngad","verb","","","","","185"
"lisík","verb","","","","","185"
"lísi","verb","","","","","185"
"lísi","verb","/mag-/; /ka-/; /ma-/; /mag-, -un/","158 whole pig roasted on live coal pit. liter measure. letter of the alphabet. /mag-/ to crack, to split, to have a flaw. Naglitík ang kúlun. The clay pot cracked. /ka-/ distress, hardship, difficulty. /ma-/ hard, difficult. /mag-, -un/ to turn about, to be awry.","Naglísu’ ang táwu sa tu’u.","the man turned to the right.","185"
"lúbha’","verb","","","","","186"
"lúbag","verb","","","","","186"
"lubád","verb","","","","","186"
"lú’ad","verb","","","","","186"
"lóte","noun","","","","","186"
"lólo","noun","","","","","186"
"lóbo","noun","","","","balloon.","186"
"liyón","noun","","","","","186"
"lion.","verb","","","liwát","","186"
"liwán","verb","","","","","186"
"liwáliwá","verb","","","","","186"
"lí’ug","noun","","","","neck.","186"
"lítun","verb","","","","","186"
"lítun","verb","/-un/; /mag-, -un/","159 /-un/ to cheat, to betray. Ginlúbha’ niya akú. He betrayed me. /mag-, -un/ to twist, to wring, to twist and pull. /mag-, -un/ to solve, to translate, to interpret. /mag-, -un/ to spit out, to throw out of the mouth. Ginlú’ad ku ang pagká’un.","Ginlú’ad ku ang pagká’un.","variant of -la-.","186"
"repeat.","adverb","/mag-, -un/; /magpa-/","again, repeatedly. /mag-, -un/ to do again, to repeat, to remodel. Nagliwán si Élma sa ng báyu’ ku. Elma remodelled my dress. /magpa-/ to relax, to take a vacation. Nagpaliwáliwá si lá sa Yurópa. They took a vacation in Europe. /mag-, -un/ to migrate, to transfer, to move. Naglítun kamí sa bág’u nga baláy.","Naglítun kamí sa bág’u nga baláy.","/mag-, -un/ to roast a whole Pig.","186"
"lugár","noun","","","","","187"
"lúkut","verb","","","","","187"
"lúksu","verb","","","","","187"
"lukú","verb","","","","","187"
"lúku","verb","","","","","187"
"lukát","verb","","","","","187"
"lukát","verb","","","","","187"
"lubúng","noun","","","","","187"
"lubúng","verb","","","","","187"
"lubúg","adjective","","","","","187"
"lubúg","verb","","","","","187"
"lúbid","noun","","","","","187"
"lubí","noun","","","","","187"
"coconut.","verb","","","","","187"
"lubhá’","adjective","/mag-, -un/; /mag-/","160 place, si te, location. /mag-, -un/ to wind up, to roll, to crumple. Naglúkut akú sa ng papél. I crumpled the paper. /mag-, -un/ to jump, to leap, to jump over. /mag-/ of dogs, to lie down with front legs bent under. Naglukú ang idú’. The dog lay down. /mag-, -un/ to cheat, to trick. Ginlúku ku si Élsa.","Ginlúku ku si Élsa.","/mag-, -un/ to pull or dig out to gether","187"
"lúmpag","verb","","","","","188"
"lúming","adjective","","","","","188"
"lúming","verb","","","","","188"
"lúmba’","noun","","","","","188"
"lúmba’","verb","","","","","188"
"lumáy","noun","","","","","188"
"lulú’","adjective","","","","","188"
"luhúd","verb","","","","","188"
"lúhu","adjective","","","","","188"
"lúha’","noun","","","","tear.","188"
"lúgus","verb","","","","","188"
"lúgus","verb","","","","","188"
"lugúm","noun","","","","dye.","188"
"lú’gu’","verb","","","","","188"
"lúgpay","verb","","","","","188"
"lúgdang","verb","/mag-, -un/; /ma-/; /mag-/","161 /mag-, -un/ to destroy, to demolish. Ginlúmpag ku ang baláy. I demolished the house. /ma-/ flabby, feeble, limp. /mag-/ to have a race, to hold a contest. race, contest. /mag-, -un/ to entice, to attract strongly, to give a love potion. Ginlumáy sya. He was enticed.","Ginlumáy sya.","/ma-/ gentle, kind, meek, tender.","188"
"lupúk","verb","","","","","189"
"lúpig","verb","","","","","189"
"lupád","verb","","","","","189"
"lungúlúngu","verb","","","","","189"
"lunggú’","verb","","","","","189"
"lungún","noun","","","","","189"
"lungíb","noun","","","","cave.","189"
"lúnud","verb","","","","","189"
"lúnsay","adverb","","","","steady, stable.","189"
"lúntad","verb","","","","","189"
"lúnhaw","adjective","","","","green.","189"
"Lúnes","noun","","","","Monday.","189"
"lumúy","verb","","","","","189"
"lúmut","noun","","","","moss.","189"
"lumús","verb","","","","","189"
"lúmpat","verb","/mag-/; /mag-, -un/","162 /mag-/ to burst, to blow-out, to erupt. /mag-, -un/ to oppress, to overpower, to si de with. Naglúpig si Manuél kay Mr. Rámos. Manuel si ded with Mr. Ramos. /mag-, -un/ to fly, to soar in the air. /mag-, -un/ to shake the head for negation or disapproval. Naglungúlúngu ang sya. He shook his head. /mag-, -un/ to knock or push against especially the head.","Naglunggú’ ang úlu sa ng báta’.","The child knocked his head.","189"
"lutáw","adjective","","","","","190"
"lutás","verb","","","","","190"
"luták","noun","","","","clay.","190"
"lusút","verb","","","","","190"
"lusút","verb","","","","","190"
"lúspad","adjective","","","","","190"
"lúspad","verb","","","","","190"
"lús’aw","adjective","","","","","190"
"lusád","verb","","","","","190"
"lúpyak","verb","","","","","190"
"lupút","verb","","","","","190"
"lúp’ug","verb","","","","","190"
"lupúg","adjective","/mag-/; /mag-, -un/; /ma-/","crippled. 163 /mag-/ to float, to be famous, to be well-known. famous, big, afloat, popular. /mag-, -un/ to wean, to detach affection for something longed for. /mag-/ to emerge, to pass, to go through, to pierce. Naglusút ang lápis sa papél. The pencil went through to the paper.","Naglusút ang lápis sa papél.","/ma-/ wan, pale in face.","190"
"lúyluy","verb","","","","","191"
"lúyag","verb","","","","","191"
"lúy’a","noun","","","","","191"
"ginger.","verb","","","","","191"
"lúya","adjective","","","","","191"
"lúya","verb","","","luwás","","191"
"luwág","noun","","","","","191"
"lú’uy","verb","","","","","191"
"lútus","verb","","","","","191"
"lútus","verb","","","","","191"
"lútus","adjective","","","","","191"
"lútu’","noun","","","","","191"
"lútu","verb","","","","","191"
"lúthang","verb","","","","164","191"
"lúthang","adverb","/mag-/; /ma-, ma-…-an/; /ma-/; /mag-, -un/","by, near, beside. /mag-/ to hand down, to droop. /ma-, ma-…-an/ to want, to desire, to like. /mag-/ to become weak, to lose strength. /ma-/ decrepit, weak, frail. /mag-, -un/ to free, to redeem, to sa ve.","Ginluwás sa ng Dyús ang tanán.","God","191"
"redeemed everyone.","conjunction","/ma-…-an/; /-un/; /mag-, -un/","aside from, except, outside of. ladle, a native deep-bowled spoon used in cooking made from hard skin of the coconut and long bamboo handle. /ma-…-an/ to have mercy, to have compassion for. Nalu’úyan ku si Ester. I feel sorry for Ester. /-un/ to surpass, to outdo, to run after, to defeat. Ginlútus ni Pédro si Vicénte sa eleksyón. Pedro defeated Vicente during the elections.","Ginlútus ni Pédro si Vicénte sa eleksyón.","cooked, ripe.","191"
"makinílya","noun","","","","typewriter.","192"
"makiná","noun","","","","","192"
"Maka’áku’","noun","","","","","192"
"mábdus","verb","","","","","192"
"ma’áyu","adjective","","","","well, good, fine.","192"
"ma’álwan","adjective","","","","","192"
"/mag-/ to be pregnant.","adjective","","","","for mative affix designating state","192"
"of being. Ma’alamún si José. Jose is wise.","noun","","","","for mative affix designating a state of being as described by the","192"
"of being. Ma’alamún si José. Jose is wise.","adjective","/ma-/","root. Ang masakitún gindalá sa ospitál. The si ck person was brought to the hospital.","The si ck person was brought to the hospital.","proposed action affix of the /ma-/","192"
"of being. Ma’alamún si José. Jose is wise.","verb","","for benefactive-locative focus.","Mabáklan ku regálo sa ng si Néna.","I will be able to buy a","192"
"gift for Nena.","adjective","","","","for mative affix attached to nouns,","192"
"gift for Nena.","verb","","","","or","192"
"gift for Nena.","adjective","/mag-/","roots. Mahumút ang búlak.","Mahumút ang búlak.","proposed action affix of the /mag-/","192"
"gift for Nena.","verb","/maga-/; /ma-/",". Variant of /maga-/. Mabakál akú sa ng líbro. I will buy a book.; proposed action affix of the /ma-/verb. Mabakál ku ang sa pátus pára kay Cora.","Mabakál ku ang sa pátus pára kay Cora.","M","192"
"maguláng","noun","","","","","193"
"mag’asáwa","noun","","","","","193"
"mág’an","adjective","","","","","193"
"ma’éstro","noun","","","","","193"
"mádre","noun","","","","","193"
"mákut","verb","","","","","193"
"mákut","verb","","","","166","193"
"proposed action affix of the /mag-/ verb.","noun","/magpa-, -pa-…-un/; /mag-, -un/","for mative affix designating reciprocal relationship. Mag’asáwa si Pédro kag si Catalína. Pedro and Catalina are husband and wife. infinitive actor focus affix. Gústo ku magka’ún. I would like to eat. teacher, instructor. nun, Catholic nun. /magpa-, -pa-…-un/ to make a fire, to begin to burn, to start to blaze. Ginpamákut ku ang papél sa dapúg.","Ginpamákut ku ang papél sa dapúg.","/mag-, -un/ to type.","193"
"mántil","noun","","","","tablecloth.","194"
"mantikílya","noun","","","","but ter.","194"
"mantíka’","noun","","","","","194"
"mansánas","noun","","","","apple.","194"
"manínay","noun","","","","godmother.","194"
"maní","noun","","","","peanut.","194"
"maného","verb","","","","","194"
"maného","verb","","","","","194"
"mándo","noun","","","","","194"
"mánang","noun","","","","","194"
"mán","particle","","","","","194"
"málu","verb","","","","","194"
"maléta","noun","","","","","194"
"maléta","verb","","","","","194"
"malá","adjective","/ma-/","","","dry.","194"
"ma’ís","noun","","","","corn.","194"
"mahímo","verb","","","","","194"
"mahál","adjective","/mag-, -un/","167 cooking oil, shortening. /mag-, -un/ to manipulate, to drive a car. Nagmaného si Senén sa ng kótse. Senen drove a car. /mag-, -un/ to rule, to lead, to command, to announce. Ginmándo sa ng tenyénte nga mag’ámlig sa kaláyu. The lieutenant announced to be careful of the fire.","Ginmándo sa ng tenyénte nga mag’ámlig sa kaláyu.","respect term for a lady older than the speaker.","194"
"mánghud","noun","","","","","195"
"mánghud","adjective","","","","","195"
"mánggad","noun","","","","","195"
"mángga","noun","","","","mango.","195"
"mangá","particle","","","","","195"
"manyíka’","noun","","","","doll.","195"
"mánung","noun","","","","","195"
"mán’ug","noun","","","","","195"
"manúk","noun","","","","chicken.","195"
"mántu’","noun","","","","","195"
"mántu’","verb","","","","","195"
"mántsa","noun","/-anun/","stain, spot. 168 to become, to be like. Mangín presidénte ang táwung iná’. That man will become a president. younger si bling, term used for people younger in age than the speaker.","younger si bling, term used for people younger in age than the speaker.","wealth, property.","195"
"plural marker.","noun","","for mative affix designating type of job or profession. Mangungúma si Cárlos. Carlos is a farmer. active action affix usually designating plural or repeated action. Manghulám akú sa ng líbro.","Manghulám akú sa ng líbro.","respect term for men older than the speaker.","195"
"snake, serpent.","noun","/mag-, -an/","for mative affix designating a type of job or work. Manugbúlung si Pédro. Pedro is a doctor. veil used by women in church. /mag-, -an/ to stain, to mark. Nagmántsa ang dúga’ sa ng úbas sa báyu’ ku.","Nagmántsa ang dúga’ sa ng úbas sa báyu’ ku.","M","195"
"matárung","noun","","","","","196"
"matadéro","noun","","","","","196"
"matadéro","verb","","","","","196"
"mata","noun","","","masyádo","","196"
"máskin","verb","","","","","196"
"maskará","noun","","","","","196"
"maskará","verb","","","","","196"
"mártsa","noun","","","","","196"
"martír","noun","","","","","196"
"martílyu","noun","","","","","196"
"Mártes","noun","","","","","196"
"Márso","noun","","","","","196"
"mármul","noun","","","","","196"
"marinéro","noun","","","","","196"
"márka","noun","","","","","196"
"marásmas","verb","","","","","196"
"mápa","noun","","","","","196"
"mangungúma","noun","","","","","196"
"mangú’","adjective","","","","","196"
"mangingísda’","noun","/mag-/","169 reason, cause. but cher.","","/mag-/ to awaken.","196"
"eye.","adverb","","","","too much, in excess.","196"
"eye.","conjunction","/mag-/","even if, even though, as long as. /mag-/ to wear a mask. mask. /mag-/ to march, to drill. march, drill practice. martyr. hammer. Tuesday. March. marble.","sa ilor.","brand, mark, label.","196"
"mensáhe","noun","","","","","197"
"médyas","noun","","","","","197"
"médya","noun","","","","half.","197"
"medikó","noun","","","","doctor.","197"
"medálya","noun","","","","medal.","197"
"mayordómo","noun","","","","","197"
"mayór","noun","","","","","197"
"Máyo","noun","","","","May.","197"
"Máyo","verb","","","","","197"
"mayád","adjective","","","","","197"
"máya","noun","","","","wren.","197"
"may","verb","","","","","197"
"may-","adjective","","","","formative","197"
"may-","verb","","","","","197"
"ma’úl","adjective","","","","numb.","197"
"matáy","verb","","","","","197"
"matáy","adjective","/-ero/; /mag-/","170 message.; /-ero/ messenger. socks, stocking. but ler, of ficial of a ship. mayor of a town or city.","","/mag-/ to become well, to recover from being si ck, to get well, to improve.","197"
"Nagmáyad","adjective","","","","for mative affix designating","197"
"míngaw","noun","","","","","198"
"minútu","noun","","","","","198"
"minútu","verb","","","mínus","","198"
"minístro","noun","","","","","198"
"mína","noun","","","","","198"
"mína","noun","","","","","198"
"milyún","numeral","","","","million.","198"
"mílya","noun","","","","","198"
"mile.","verb","","","","","198"
"milágru","noun","","","","miracle.","198"
"míl","numeral","","","","thousand.","198"
"mikróbyo","noun","","","","","198"
"mikániko","noun","","","","","198"
"métro","noun","","","","meter.","198"
"mestíso","noun","","","","","198"
"mestisílya","noun","","","","","198"
"merkádo","noun","/-un/; /ma-/; /ka-/; /mag-, -an/","171 /-un/ to feel lonely, to feel distressed, Ginmingáw akú kahápun. I felt lonely yesterday. /ma-/ lonely, cheerless. /ka-/ loneliness, ang uish.","/ka-/ loneliness, ang uish.","/mag-, -an/ to take out, to decrease, to make smaller.","198"
"aẃto. The price of the car decreased.","adverb","/-aryo/; /mag-/","before, less, of time. Mínus tres pára alás dos. It is three minutes before two. minister, preacher. mineral mine, land mine. /-aryo/ millionaire. /mag-/ to perform a miracle. germ, microbe. machinist. half-breed, male half-breed.","Mínus tres pára alás dos.","open market.","198"
"mugún","verb","","","","","199"
"mugún","verb","","","","","199"
"múda","noun","","","","","199"
"múklat","verb","","","","","199"
"mú’ad","verb","","","","","199"
"mú’ad","particle","","","","","199"
"mu","pronoun","","","","","199"
"motorsíklo","noun","","","","","199"
"motorcycle.","adjective","","","","","199"
"motór","noun","","","miyád","","199"
"mítlang","verb","","","","","199"
"misyonéro","noun","","","","","199"
"missionary.","verb","","","","","199"
"mísa","noun","/magpa-/; /mag-, -un/","172 /magpa-/ to work for a daily wage, to earn. Nagpamugún ang Tátay ku sa kafetérya. My Father worked in the cafeteria. /mag-, -un/ to become the fashion. mode, fashion. /mag-, -un/ to open one’s eyes in waking. Nagmúklat ang matá ni Juán. Juan’s eyes opened. /mag-, -un/ to augment, to increase, to multiply.","Nagmú’-ad ang íla mánggad.","Their wealth increased.","199"
"motor, machine.","adjective","/ma-/; /mag-/","fine, good, well. Variant of mayád. /ma-/ to sa y, to mention. Namítlang ku ang ngálan mu. I mentioned your name. /mag-/ to sa y mass.","Nagmísa si Pádre Déver.","Father Dever sa","199"
"motor, machine.","idiom","","mass. Roman Catholic mass.","","M","199"
"músika","noun","","","","music.","200"
"muskobádo","noun","","","","","200"
"muskitéro","noun","","","","","200"
"múrto","noun","","","","","200"
"murahág","adjective","","","","","200"
"múngha","noun","","","","","200"
"mungá’","noun","","","","","200"
"mungá’","verb","","","múnu","","200"
"munisípyo","noun","","","","","200"
"munisípyo","verb","","","","","200"
"múlta","noun","","","","","200"
"múlta","verb","","","","","200"
"muléstya","noun","","","","","200"
"mulálung","verb","","","","","200"
"múg’ut","verb","/mag-, -un/","173 unrefined sugar, brown sugar. mosquito net. ghost, spirit, apparition. pop-eyed, red-eyed. monk, isolated nun. hen, female chicken. /mag-, -un/ to mention, to murmur, to sa y.","Nagmúnu si Nánay nga makádtu kunú sya sa bángko.","Mother sa","200"
"múg’ut","idiom","","","","something about going to the bank.","200"
"sa","idiom","","","","Juan.","200"
"sa","conjunction","","","","sa","200"
"sa","idiom","","","",", according to, quoting","200"
"sa","particle","/mag-, -an/; /mag-, -un/; /mag-; ma-/; /ma-/",". municipal town hall, municipal of fice building. /mag-, -an/ to impose a fine, to be fined. Ginmultahán si Gabriél sa ng $5. 00. Gabriel was fined $5. 00. fine, penalty. /mag-, -un/ to bother, to molest, to cause trouble, to request. bother, trouble.","Ginmultahán si Gabriél sa ng $5.","/ma-/ to do something with violence, to","200"
"Myerkolés","noun","","","","","201"
"myémbro","noun","","","","","201"
"mwéstra","noun","","","","","201"
"mútya’","noun","","","","pearl.","201"
"mutún","noun","","","","pulley.","201"
"mutsátso","noun","","","","","201"
"músmus","adjective","","","","","201"
"músing","verb","/ma-…-an, -an/","174 We dnesday. member. sa mple, model. man servant, paid male servant in the house. poor, just, only. /ma-…-an, -an/ to disgrace, to taint. Ginmusingán niya ang íya dungúg.","Ginmusingán niya ang íya dungúg.","M","201"
"námun","pronoun","","","","","202"
"námit","adjective","","","","","202"
"naláng","particle","","","","-nal","202"
"nákun","pronoun","","","","","202"
"nábaw","adjective","","","","","202"
"na’","deictic","","","","","202"
"na","particle","","","","175 our, ours (first person plural exclusive","202"
"post-position","pronoun","/ma-/","). /ma-/ delicious.","","only, just, a limiting","202"
"post-position","particle","",". occurrence in a span of time.","Kinsénal ang swéldo námun.","We get our sa lary every fifteen days.","202"
"two o’clock.","noun","","","","","202"
"nayún","noun","","","","of pig, sow.","203"
"náyun","adverb","","","","","203"
"nayánáya","adjective","","","","Nay","203"
"nayánáya","noun","","","","","203"
"nawúng","noun","","","","","203"
"ná’ug","verb","","","","","203"
"nátun","pronoun","","","","","203"
"nárs","noun","","","","nurse.","203"
"naranghíta","noun","","","","nectarine.","203"
"napúlu’","numeral","","","","ten.","203"
"nánu","pronoun","","","","","203"
"nánday","particle","","","","","203"
"nánay","noun","","","","","203"
"nanám","adjective","/ma-/","176 beyond, over there. /ma-/ elegant, well-dressed. variant of Nánay. countenance, face. /ma-/ to go down, to descend. Naná’ug akú.","Naná’ug akú.","our, ours (first person plural inclusive post-position source","203"
"nanám","pronoun","",").","Napúlugsiyám ang mangá líbro sa lamésa.","There are nineteen books on the table.","203"
"numa","numeral","","affix designating the teens. became, was in the state of. Nangín milyonáryo si José. Jose became a millionaire. variant of anu. plural post-position personal name marker. Baláy nánday Cárlos iná’. That’s the house of Carlos (and others).; plural non-focused personal name marker. Ginhulám nánday Cárlos kag María ang mangá líbro.","Ginhulám nánday Cárlos kag María ang mangá líbro.","mother, respect form for older aunts or older ladies in the family.","203"
"/ma-/ delicious, tasty, spicy.","noun","","","","","203"
"nipiś","adjective","","","","","204"
"nípa","noun","","","","","204"
"nínyu","pronoun","","","","","204"
"nímu","pronoun","","","","","204"
"nílag","verb","","","","","204"
"níla","pronoun","","","","","204"
"nígru","noun","","","","","204"
"nígru","particle","","","","","204"
"ni","deictic","","","","","204"
"ni","verb","","","","","204"
"ni","adjective","","","","","204"
"nérbyos","noun","","","","","204"
"Néne’","noun","","","","","204"
"Néne’","verb","","","","","204"
"negósyo","noun","/ma-/","177 /ma-/ thin, reduced in volume. nipa palm, swampy palm.","","your (second person plural post-position","204"
"source","pronoun","",").","","your (second person si ngular post-position","204"
"source","pronoun","/ma-, -an/","). /ma-, -an/ to observe closely, to eavesdrop, to be on the watch surreptitiously. Ginpanilágan ku kun anú ang ímu buhátun.","Ginpanilágan ku kun anú ang ímu buhátun.","their (third person plural post-position","204"
"source","pronoun","/-un/; /-oso/","). negro, black-complexioned person. si ngular personal name post-position marker. Baláy ni Mr. Cruz iná’. That is the house of Mr. Cruz.; si ngular non-focused personal name marker. Ginbakál ni Mr. Cruz ang líbro. Mr. Cruz bought the book. this, from iní. /-un/ to be anxious, to be nervous. Ginérbyos akú sa ng lupúk. I was nervous because of the bursting sound.","Ginérbyos akú sa ng lupúk.","nervousness, anxiety.","204"
"nyébe","noun","","","","snow.","205"
"nwébe","numeral","","","","nine.","205"
"núsnus","verb","","","","","205"
"número","noun","","","","number.","205"
"nubú’","adjective","","","","","205"
"nú","pronoun","","","","","205"
"Nónoy","noun","","","","","205"
"Nónong","noun","","","","","205"
"nóbyo","noun","","","","","205"
"Nobyémbre","noun","","","","November.","205"
"nobéla","noun","","","","novel.","205"
"niyúg","noun","","","","coconut.","205"
"níya","pronoun","","","","","205"
"níya","verb","","","","","205"
"níwang","adjective","","","","","205"
"nipúlun","adjective","","","","","205"
"nipúlun","verb","/mag-, -un/; /ma-/","178 /mag-, -un/ to rub hard. Ginúsnus ku ang trápo sa sa lúg. I rubbed the rag on the floor. /ma-/ short in height. tag question word from anú. endearment term for young boys, especially the youngest in the family.","tag question word from anú.","sweetheart, groom.","205"
"volume or thickness.","noun","","","","","205"
"ngúrub","noun","","","","frown, roar, growl.","206"
"ngúrab","verb","","","","","206"
"ngíslu’","noun","","","","","206"
"of the mouth, gum.","verb","","","","","206"
"ngísi","noun","","","","grin, giggle.","206"
"ngípun","noun","","","","to oth.","206"
"ngíl’ad","verb","","","","","206"
"ngídlis","verb","","","","","206"
"ngídlis","verb","","","","","206"
"ngáwa","noun","","","","","206"
"ngásal","verb","","","","","206"
"ngálan","noun","","","","name.","206"
"ngá’a","adverb","/mag-, -un/; /mag-/; /mang-/","why. nga 179 /mag-, -un/ to murmur, to complain to oneself. Nagngúrab si Cármen. Carmen complained to herself. /mag-/ to grin, to giggle. /mang-/ to loathe, to be si ckened, to disgust. Nangíl’-ad si María kay Gloría. Maria was disgusted with Gloria. /mang-/ to be horrified, to feel uncomfortable with, to be unpleasant or disagreeable.","Nangídlis akú.","I was horrified.","206"
"nga báyu’. Elsa bought a black dress.","particle","","","","modifier connector.","206"
"ngútngut","verb","","","","","207"
"ngútngut","verb","/mag-/","180 /mag-/ to be painful, to feel a sharp pain, to ache. Nagngútngut ang ngípun ku. My to oth aches. /mag-/ to snarl, to growl, to frown. Nagngúrub ang idú’ sa táwu.","Nagngúrub ang idú’ sa táwu.","NG","207"
"otsénta","numeral","","","","eighty.","208"
"otél","noun","","","","hotel.","208"
"osyóso","adjective","","","","curious, nosy.","208"
"ospitál","noun","","","","hospital.","208"
"órgano","noun","","","","or gan.","208"
"or dináryo adj","verb","","","","","208"
"órden","noun","","","","","208"
"or asyón","noun","","","","","208"
"óras","noun","","","","","208"
"opisyál","noun","","","","of ficial.","208"
"opisína","noun","","","","of fice.","208"
"operá","verb","","","","","208"
"ónse","numeral","","","","eleven.","208"
"okupádo","adjective","","","","busy, occupied.","208"
"obíspo","noun","","","","","208"
"bishop.","particle","","okay, oh.","","o","208"
